short_name,overall,pace,shooting,passing,dribbling,defending,physic
L. Contin,56,62,56,44,56,29,59
S. Tracy,56,65,54,56,54,33,53
W. Łuczak,56,71,60,56,60,50,64
S. McEleney,56,55,31,38,34,57,57
Masó,56,70,47,51,58,51,58
J. Keohane,56,63,48,52,62,25,55
R. Mandanda,56,,,,,,
S. Fomin,56,60,45,51,58,29,58
J. Day,56,,,,,,
Z. Ansah,56,75,53,33,47,30,61
J. Sampson,56,52,55,45,53,31,76
J. Melling,56,77,39,51,56,52,61
D. O'Leary,56,58,45,56,55,49,52
Y. Hamza,56,75,35,55,48,53,73
K. Gutiérrez,56,66,51,55,64,43,47
R. Steffen,56,69,40,47,60,29,44
F. Fallatah,56,68,28,32,43,56,65
Royo,56,,,,,,
D. McKain,56,70,27,43,43,55,69
M. Lackner,56,48,37,49,47,55,67
C. Elliott,56,72,53,50,60,28,70
L. Ricciardi,56,67,46,52,55,29,44
S. Songani,56,72,55,52,61,26,53
W. Boyacá,56,71,37,50,61,45,61
C. Naumoff,56,75,52,51,61,35,52
S. Mensah,56,81,38,51,64,49,62
R. Sandez,56,56,39,57,58,57,55
M. Abundiz,56,49,56,44,54,29,52
M. Nakamba,56,76,43,52,57,46,60
A. Batisse,56,58,41,49,53,52,70
J. Silva,56,64,42,59,66,36,46
R. Erdem,56,61,42,56,55,50,56
J. Ixtlahuac,56,56,51,57,60,32,42
K. Bülbül,56,49,47,62,54,43,58
J. Portales,56,62,33,39,59,55,58
Borja,56,65,32,36,54,59,64
Tena,56,60,34,52,52,56,59
P. Henriques de Pinho,56,,,,,,
Astray,56,59,47,60,56,38,52
A. Gordyushenko,56,68,45,56,57,46,55
A. Sidenko,56,64,45,57,58,47,50
G. Hoyte,56,76,28,45,58,53,67
D. Winnard,56,77,24,42,46,55,70
G. Cummins,56,64,53,48,51,35,72
P. Murphy,56,67,48,52,56,55,70
D. McDermott,56,71,54,50,57,31,51
M. Minesso,56,64,56,50,60,30,55
A. German,56,77,53,47,55,36,55
I. Pineda,56,63,48,52,63,56,58
P. Mingoia,56,77,54,52,60,34,59
K. Hutton,56,69,37,56,59,54,66
B. Martella,56,53,34,49,52,56,64
R. Lopes,56,53,28,41,41,55,68
S. Gannon,56,59,46,54,57,56,53
R. Gaffney,56,63,56,55,51,38,63
I. Al Zubaidi,56,74,32,42,57,56,53
J. Duncan,56,,,,,,
A. Al Salem,56,67,57,48,54,32,56
J. Hare,56,62,47,53,53,57,60
A. Arena,56,51,26,44,50,55,56
L. Fioravanti,56,63,43,55,55,53,59
T. Figueroa,56,34,58,43,53,29,72
E. Kondogbia,56,67,57,35,46,26,65
R. Lugo Martinez,56,72,58,54,64,36,66
M. Bazán,56,64,30,40,58,58,60
E. Torregrossa,56,62,58,39,47,28,70
A. Lind,56,70,56,41,53,27,55
L. López,56,60,45,56,57,46,52
J. Boy,56,50,44,58,57,55,55
N. Oroz,56,66,47,53,61,31,49
Y. Kırdal,56,,,,,,
I. Krutov,56,68,57,52,63,31,42
M. Asenjo,56,59,52,37,58,28,69
S. Jhingan,56,74,28,29,38,56,69
R. Völkl,56,47,35,52,62,51,56
K. Eryüksel,56,75,55,52,58,26,38
A. Razzitti,56,57,58,36,49,29,65
J. Meza,56,64,41,58,55,48,56
C. Escobedo,56,68,43,59,55,46,49
André,56,79,44,56,62,31,51
A. Demchenko,56,65,31,41,56,60,50
C. Bedia,56,72,53,39,51,27,65
L. Joyce,56,70,43,54,54,55,70
T. Jaiteh,56,64,48,53,61,51,67
A. Pepa,56,61,32,42,38,54,76
B. Nebihi,56,61,54,37,58,29,61
E. Sinclair,56,83,54,43,59,30,74
K. Erdoğan,56,,,,,,
G. Sava,56,,,,,,
S. Kosiorowski,56,,,,,,
A. Gray,56,88,56,33,55,27,56
L. Tankulic,56,70,53,39,55,29,51
D. Alfei,56,66,35,53,53,56,60
Yong Hyun Jin,56,63,42,49,47,56,60
R. McBride,56,54,31,39,31,58,66
G. Brennan,56,71,54,53,56,44,58
V. Černiauskas,56,,,,,,
B. Potts,56,69,38,54,60,57,69
A. Al Shereaf,56,70,45,53,58,55,60
D. Schöpf,56,66,43,53,58,55,58
J. Lalpekhlua,56,63,59,40,52,29,52
M. Hadj Saïd,56,60,31,52,61,56,64
R. Ramallo,56,50,62,39,52,28,50
Son Jeong Hyeon,56,,,,,,
A. Padilla,56,79,54,48,61,25,56
G. Stewart,56,72,56,42,58,27,53
B. Ouattara,56,73,28,43,37,58,64
A. Marriott,56,73,54,40,56,27,63
C. Henao,56,51,27,28,33,56,70
D. Pozzebon,56,42,59,48,53,29,62
A. Campion,56,64,55,37,51,27,64
D. Cerón,56,61,27,38,35,56,63
R. Gilmartin,56,,,,,,
S. Duggan,56,54,50,55,53,52,65
G. Saunders,56,61,39,54,55,54,63
S. Beattie,56,71,56,48,56,30,62
Han Il Koo,56,,,,,,
Lee Sang Hee,56,37,33,43,35,55,80
J. Mountney,56,55,49,54,53,52,60
M. Al Qahtani,56,69,45,53,51,57,64
A. Hamsal,56,71,54,57,62,48,44
K. Nasser,56,,,,,,
M. Blomqvist-Zampi,56,72,53,42,55,28,60
V. Castillo,56,71,47,52,59,52,67
C. Santis,56,,,,,,
M. Al Dahi,56,73,41,53,55,53,58
Saúl,56,74,44,36,56,54,60
Mario,56,57,30,35,34,57,60
A. Thorleifsson,56,70,56,39,52,28,66
N. Das,56,74,25,37,54,58,58
T. Božić,56,67,28,27,31,58,61
P. Moskwik,56,69,59,42,58,25,51
N. Atangana,56,71,43,51,54,58,63
S. El Bekri,56,71,43,56,59,34,47
B. Saavedra,56,61,27,36,33,56,61
C. Trueman,56,,,,,,
A. Öztürk,56,34,56,46,50,28,68
A. Parrish,56,68,26,45,54,57,60
A. Osman,56,67,29,52,56,61,75
Hong Jeong Nam,56,,,,,,
D. Mohamed,56,81,52,50,57,30,60
G. Kavanagh,56,34,34,33,28,55,69
S. Sortevik,56,53,57,53,65,41,66
B. Al Anzi,56,42,41,52,54,38,62
M. Jahfali,56,57,32,47,47,51,73
W. Mena,56,78,54,47,61,27,57
M. Sim,56,67,50,54,58,54,64
D. Murillo,56,68,27,44,52,55,59
W. Girón,56,70,56,37,56,28,53
Jesús García,56,67,28,29,32,58,62
J. Silva,56,66,42,60,54,32,58
M. Díaz,56,61,34,44,41,58,72
R. Atkinson,56,49,29,39,38,58,55
C. Andrew,56,71,50,51,55,44,80
F. Moran,56,,,,,,
R. Tait,56,72,40,35,46,60,63
A. Rishani,56,65,50,54,51,57,66
J. Al Dosari,56,50,26,34,35,55,61
L. Bielák,56,62,28,32,39,58,61
E. Marxen,56,64,39,50,54,55,61
C. Platt,56,41,55,43,48,29,70
S. Collis,56,,,,,,
M. Thomsen,56,55,66,57,62,50,66
L. Pause,56,65,54,53,58,61,61
R. Ravenhill,56,58,51,53,52,58,78
G. Ainsworth,56,45,54,57,60,31,58
L. Eriksen,56,68,42,53,59,52,66
D. O'Brien,56,63,60,54,52,28,57
S. Robinson,56,68,53,56,57,54,63
S. Brandner,56,,,,,,
L. Kearney,56,70,43,52,60,26,47
A. Lindberg,56,,,,,,
S. Oji,56,54,26,34,35,55,69
D. Pender,56,67,44,52,53,55,62
D. Crow,56,64,55,44,57,36,56
S. Sjanic,56,,,,,,
K. Sola,56,66,52,59,48,52,65
A. Lawless,56,63,46,57,51,47,68
F. Sulmoni,56,50,41,47,48,55,63
D. Ventre,56,55,42,56,51,56,68
I. Necevski,56,,,,,,
E. Domaschke,56,,,,,,
M. Débonnaire,56,,,,,,
R. Taylor,56,81,52,53,57,51,57
C. Miranda,56,62,46,52,62,27,45
D. Kelly,56,62,58,36,55,34,68
L. Minshull,56,47,45,56,52,55,77
Bae Seul Kee,56,62,28,29,42,56,65
A. Al Boabeed,56,58,61,55,55,33,51
A. Marconi,56,73,50,60,60,49,65
B. Maodah,56,38,55,57,59,28,57
D. Franco,56,67,47,55,51,56,54
F. Fernandes,56,79,50,54,52,41,56
C. Escudero,56,46,51,59,55,52,68
N. Torres,56,57,40,52,58,57,60
E. Viáfara,56,58,57,45,57,28,58
J. Muñoz,56,68,39,51,62,37,52
C. Chávez,56,,,,,,
R. Lafayette,56,67,55,43,51,41,71
F. Díaz,56,60,34,52,58,56,56
A. Pereira,55,65,44,55,62,27,42
S. Kilic,55,61,39,53,56,51,55
B. Purrington,55,69,39,50,55,55,63
D. Alli,55,64,54,53,61,49,60
J. Onomah,55,77,42,49,69,26,38
A. Cerri,55,55,53,37,55,28,60
S. Matthews,55,67,48,58,61,37,52
A. Partipilo,55,81,49,48,54,27,62
T. Harvey,55,65,52,53,59,47,60
J. Gomez,55,73,29,40,53,55,64
M. Akarslan,55,67,53,59,64,35,45
S. Rebenko,55,78,29,33,38,57,57
C. Mahoney,55,76,52,55,59,45,47
Lee Kwang Hyuk,55,80,42,51,58,30,51
Z. Pfeffer,55,59,54,56,63,39,40
O. Bernal,55,52,30,51,60,54,57
D. Malhue,55,72,58,44,60,26,59
V. Aggelopoulos,55,73,42,47,57,57,53
Y. De Maeyer,55,65,28,40,43,57,51
J. Bowen,55,63,52,48,56,27,56
J. Anderson,55,73,49,54,58,37,48
M. Maric,55,,,,,,
A. Jakubiak,55,76,54,44,61,28,52
S. Mmaee,55,67,29,45,53,55,60
S. Rodríguez,55,59,61,49,64,27,32
C. Pym,55,,,,,,
V. Lekhal,55,75,26,33,33,56,66
R. Skov,55,70,52,50,57,31,53
J. Mitchell,55,,,,,,
M. Casale,55,69,56,45,51,27,50
A. Smith-Brown,55,78,36,42,57,54,58
J. Strauß,55,68,36,52,57,52,57
A. Brunst,55,,,,,,
U. Rivas,55,64,39,54,59,53,54
M. Lecointe,55,71,54,45,56,27,62
A. Blomqvist,55,70,30,42,43,52,58
G. Morozov,55,58,31,42,53,57,52
A. Maraval,55,,,,,,
F. Herrera,55,67,36,53,52,53,64
H. McGahey,55,53,28,36,37,57,60
M. Bachini,55,33,25,27,30,58,64
J. Leitch,55,72,49,58,60,45,43
P. Lavenant,55,63,38,54,56,60,52
F. Kozłowski,55,80,56,39,48,26,50
J. Pollersbeck,55,,,,,,
A. Dźwigała,55,67,44,48,43,56,70
G. Rea,55,53,28,34,34,58,55
G. Kilota,55,76,55,50,60,53,56
A. Luyckx,55,64,48,55,60,48,49
J. Bednarek,55,69,24,29,31,56,61
R. Borré,55,70,56,41,54,26,52
J. García,55,66,51,52,64,37,57
G. Ferreyra,55,70,46,48,53,55,65
A. Morelos,55,67,54,34,52,28,63
A. Cubas,55,61,41,53,60,54,52
D. Roßbach,55,65,30,50,53,55,62
J. Rodríguez,55,63,28,34,40,55,58
B. Innocent,55,74,49,49,55,56,70
M. Sylla Diallo,55,66,55,39,48,35,63
A. Özer,55,,,,,,
J. Newell,55,79,54,55,61,56,40
J. Turnbull,55,59,26,29,38,56,62
P. Skapetis,55,68,54,52,51,25,53
Kenan Kodro,55,55,58,37,55,26,54
B. Szeliga,55,76,56,55,57,54,60
M. Kuchta,55,,,,,,
S. Flochon,55,57,47,56,59,48,55
R. Framberger,55,55,36,45,48,57,54
F. Di Mariano,55,62,49,52,59,29,42
N. Komlichenko,55,45,58,39,45,26,64
L. Salvesen,55,68,55,42,57,28,47
P. Hauck,55,67,47,54,62,47,60
K. Aktaş,55,54,40,52,56,52,56
F. Mansilla,55,67,28,48,52,54,60
V. Ahlmann,55,69,54,44,56,28,66
E. Bearzotti,55,67,54,43,58,28,51
G. Baldock,55,72,36,49,58,51,67
J. Leal,55,57,53,55,58,53,56
G. Ray,55,69,25,28,43,56,65
T. Nichols,55,71,57,38,55,27,51
I. Bunjaku,55,65,48,52,60,51,54
A. Leitner,55,,,,,,
A. Faidherbe,55,,,,,,
M. Duffy,55,70,53,55,52,47,43
M. Kaffenberger,55,52,41,51,48,56,66
D. Carreiro,55,61,45,52,62,25,45
J. Soñer,55,73,53,46,56,41,58
K. Valenzuela,55,75,41,54,57,51,56
S. Tafolla,55,60,54,47,58,25,43
G. Swan,55,42,33,33,39,58,57
D. Flores,55,66,44,60,57,39,51
D. Follonier,55,65,58,50,58,26,57
I. Chacón,55,63,46,59,59,48,58
B. Çalman,55,63,47,55,54,49,60
U. Karaal,55,67,33,42,59,57,50
Juanje,55,73,52,52,57,26,42
L. Martorano,55,63,42,56,57,49,57
J. Hall,55,70,47,50,59,27,52
D. Armstrong,55,62,56,49,57,45,65
K. Naismith,55,68,48,50,62,35,61
M. Ihiekwe,55,70,30,35,40,56,61
H. Konongo,55,64,30,35,52,59,62
C. Nielsen,55,73,41,52,54,34,59
D. Svensson,55,63,42,52,58,40,52
D. Symington,55,74,47,54,55,26,56
S. Rivera,55,45,58,52,53,27,49
S. Hoare,55,62,40,48,47,55,58
T. Welker,55,62,25,32,37,57,57
J. Reinholz,55,65,55,43,55,27,48
J. Payne,55,74,51,49,63,25,45
D. Otim,55,73,55,39,58,28,45
F. Liivak,55,53,56,46,53,27,52
V. Myhra,55,,,,,,
S. Vecchia,55,66,47,51,62,27,46
N. Rubio,55,73,49,50,63,30,44
D. Machado,55,67,43,43,52,54,57
J. Aholou,55,65,44,59,55,45,55
J. Wildsmith,55,,,,,,
M. Wiet,55,64,27,43,46,56,59
F. Onyedinma,55,80,40,53,62,41,68
D. O'Shaughnessy,55,49,25,38,34,54,63
D. Mustafa,55,53,56,41,55,28,60
A. Cortés,55,,,,,,
Ahn Jin Bum,55,66,57,56,58,41,46
M. Baghdadi,55,63,31,43,57,56,50
L. Hughes,55,70,45,52,51,43,68
M. Schuster,55,54,43,54,56,55,49
D. Topçu,55,61,31,35,55,60,56
J. Tverskov,55,65,44,46,50,57,63
R. Zentner,55,,,,,,
M. Cipriani,55,,,,,,
K. Lasagna,55,57,57,39,53,29,60
S. Emmanuel,55,53,58,36,51,27,55
D. Mitov,55,,,,,,
M. Griffin,55,80,55,49,56,28,54
D. O'Connor,55,53,36,46,42,56,56
R. Laursen,55,68,29,46,46,53,55
K. Feely,55,34,27,39,34,55,57
A. Pierre,55,59,29,28,28,54,66
C. Sørensen,55,77,47,47,55,30,58
D. Traoré,55,82,41,53,54,56,60
M. Bürki,55,52,28,34,32,53,70
A. N'Dongala,55,70,52,55,62,56,39
L. Doucouré,55,68,53,52,54,32,62
F. Sepúlveda,55,73,30,46,50,56,59
A. Sáenz-Laguna,55,,,,,,
M. Davies,55,67,27,39,51,54,64
J. Calderón,55,55,56,51,65,26,34
J. Ramírez,55,67,48,61,55,36,60
N. Contini,55,,,,,,
J. Hugill,55,62,54,38,55,28,66
S. Matovu,55,84,54,38,61,27,45
O. Karlsson,55,70,36,49,58,25,49
P. Puel,55,54,58,43,50,27,44
E. Sorin,55,64,38,55,56,49,60
R. Hastrup,55,61,27,38,45,53,64
E. Seyyal,55,,,,,,
A. Whitmore,55,57,32,32,40,57,59
O. Demirci,55,,,,,,
V. Salazar,55,72,47,50,60,52,52
T. Doyle,55,73,34,48,52,54,61
E. Bertrand,55,62,38,39,43,53,63
S. Murdoch,55,67,39,56,57,39,50
M. Rafter,55,70,55,32,58,27,56
J. Pawłowski,55,67,57,43,64,30,67
D. Rakels,55,74,55,48,63,28,55
B. Sylla,55,70,27,44,48,53,59
B. Bertrand,55,,,,,,
M. Crocombe,55,,,,,,
M. Maddison,55,72,51,50,58,27,58
K. Hałgas,55,61,48,54,61,32,57
U. Germano,55,68,52,53,57,51,58
T. Tzandaris,55,65,36,51,56,55,58
E. Basilio,55,,,,,,
S. Mauk,55,71,48,54,60,41,56
Kim Kyung Min,55,49,26,33,44,55,66
A. Selikhov,55,,,,,,
J. Gammelby,55,58,38,51,55,53,61
R. Herrera,55,72,25,37,46,58,60
D. Kudła,55,,,,,,
B. Rahhaoui,55,69,54,48,57,39,62
L. Bobe,55,,,,,,
Marcelo,55,58,25,28,40,58,62
R. Mukiibi,55,63,29,28,37,52,65
Kim Hak Chan,55,44,46,60,55,37,58
F. Sollacaro,55,,,,,,
C. Østergaard,55,62,26,40,43,56,56
K. Krottke,55,62,54,48,54,27,54
T. Pett,55,81,51,47,60,26,48
Diego Aguirre,55,65,41,55,55,25,54
E. O'Connor,55,78,51,51,54,26,53
Antonio Romero,55,63,41,52,57,51,62
B. Kamara,55,,,,,,
M. Šitum,55,63,54,54,58,28,46
E. Björkander,55,57,34,44,49,58,60
M. Dramé,55,65,55,54,54,26,57
O. Bayramoğlu,55,57,57,61,62,31,51
D. Voynov,55,61,54,59,53,47,49
C. McLaughlin,55,69,39,47,56,52,61
R. Benson,55,71,56,55,61,48,56
A. Vasiliev,55,34,60,55,60,39,65
R. Jackson,55,81,41,46,58,48,58
C. Edwards,55,62,35,56,57,50,55
Kim Dong Cheol,55,43,34,50,54,54,55
M. Tičinović,55,69,50,58,64,53,60
T. Defourny,55,,,,,,
T. Almeshauqeh,55,65,57,37,56,28,64
C. Brown,55,79,26,36,54,55,59
N. Pierre,55,64,34,53,56,43,56
C. Mafoumbi,55,,,,,,
A. Hughes,55,62,27,38,43,52,70
A. Pagliaroli,55,71,53,45,60,25,43
F. Ruberto,55,,,,,,
F. Elgueta,55,66,42,51,68,30,58
S. Mendoza,55,58,27,35,35,54,62
I. Torres,55,,,,,,
E. Arango,55,73,37,48,57,40,61
D. Edvardsen,55,69,44,48,57,56,62
L. Ferguson,55,78,47,52,59,22,42
G. Castillo,55,61,54,54,61,30,38
I. Demir,55,,,,,,
B. Khaernasov,55,71,60,42,58,27,41
J. García,55,66,38,51,57,53,61
A. Oganesyan,55,63,42,62,53,50,56
C. Temel,55,,,,,,
A. Troshechkin,55,57,41,59,57,54,58
S. Al Ghanim,55,64,32,33,31,54,71
U. N'Nomo,55,68,55,37,55,28,51
D. Louisserre,55,57,43,54,53,49,55
N. López,55,64,45,53,52,44,60
M. Martusevich,55,68,50,51,62,35,47
D. Høegh,55,73,55,53,59,25,56
R. Creevy,55,55,53,56,51,52,63
N. Burchert,55,,,,,,
B. Büchel,55,,,,,,
P. O'Conor,55,64,54,57,54,53,65
N. Ralph,55,77,41,51,59,53,48
D. Bowles,55,65,39,51,51,54,65
M. Rochester Sørensen,55,76,54,49,65,29,56
K. Spillane,55,54,39,38,35,56,62
E. Foley,55,71,51,54,53,53,67
A. Oggesen,55,74,45,53,61,32,49
Park Se Jik,55,71,53,55,53,33,47
A. Barry,55,54,32,46,46,52,64
A. Al Anzi,55,70,36,53,51,48,68
M. Diarra,55,71,37,47,49,55,68
S. Al Dossari,55,30,36,44,46,52,77
J. Calle,55,70,44,46,54,50,65
H. Lennon,55,72,28,28,33,57,63
M. Fondy,55,62,54,37,52,30,64
B. Powszuk,55,55,25,29,31,55,64
C. Pontoni,55,71,44,51,55,31,49
L. Malagón,55,63,27,31,37,54,64
G. Van De Casteele,55,55,25,35,34,55,64
Bae Seung Jin,55,62,28,42,56,61,62
J. Correa,55,56,57,40,54,28,67
M. Taş,55,67,49,49,55,49,64
S. Beasant,55,,,,,,
Imanol,55,66,55,44,58,28,52
J. Cabezas,55,63,27,35,32,54,65
A. Al Ahsaei,55,,,,,,
J. Law,55,63,39,53,55,24,39
J. Spoonley,55,,,,,,
D. Webster,55,54,42,49,50,54,62
J. Kelly,55,86,52,46,58,28,57
S. Gallagher,55,58,35,47,46,54,69
D. Corcoran,55,62,54,37,56,28,59
S. Folan,55,54,42,49,46,55,60
A. Calello,55,60,32,50,61,49,66
S. Al Yami,55,62,39,46,51,55,64
L. Rodrigues,55,73,49,47,64,27,56
Kim Bong Rae,55,62,30,47,54,55,47
G. Gallon,55,,,,,,
M. Medjelled,55,60,48,52,62,34,48
J. Thomsen,55,67,45,53,57,46,62
M. Al Dmeiri,55,50,32,36,41,62,57
H. Solís,55,65,54,37,53,28,57
R. Boujedra,55,60,47,51,64,35,45
D. Slamar,55,51,28,29,31,57,62
P. Lemonnier,55,60,27,29,36,56,63
H. Konaté,55,,,,,,
A. Kasparian,55,,,,,,
M. Taşdemir,55,75,56,48,54,28,43
L. Souchaud,55,,,,,,
P. Obinna,55,55,58,36,49,28,61
E. Omam Biyik,55,71,55,38,51,28,55
B. Landini,55,60,50,47,53,56,66
J. Smith,55,67,44,54,51,49,75
K. Moore,55,81,50,51,57,27,51
A. O'Brien,55,62,55,40,51,28,56
I. Turner,55,65,46,55,51,51,62
J. Al Zoaed,55,78,51,40,60,31,59
M. Michel,55,,,,,,
S. Milosavljevic,55,,,,,,
S. Tamihi,55,64,28,30,37,57,65
D. Maderner,55,65,54,36,48,27,65
D. Gómez,55,71,53,48,61,31,47
J. Viveros,55,65,54,45,54,28,59
M. Lisch,55,,,,,,
K. Renaut,55,60,25,33,36,56,57
M. Bjørsvik,55,74,34,30,39,56,62
J. Dompé,55,66,48,53,60,35,49
A. Dupré,55,,,,,,
G. Crocifisso,55,77,54,32,43,31,42
A. Randrup,55,64,30,47,48,48,57
G. Donnelly,55,82,50,43,47,29,78
T. Audel,55,77,23,45,44,51,69
M. Schlie,55,70,46,56,55,41,61
N. Mousa,55,68,38,39,51,58,54
M. Beck Andersen,55,58,54,43,58,27,64
M. Brunner,55,63,47,49,57,38,63
M. Al Yami,55,66,56,39,57,26,55
C. Jones,55,73,53,59,64,44,56
L. Baxter,55,,,,,,
M. Gill,55,46,53,55,50,54,60
J. McGuire,55,50,47,52,57,63,69
B. Barry-Murphy,55,53,36,61,45,45,65
L. Beevers,55,57,38,47,43,58,76
R. Williams,55,65,41,50,53,54,68
S. Drummond,55,49,51,57,56,52,57
A. González,55,75,55,52,62,44,59
N. Horgan,55,54,35,50,40,58,63
J. Byrne,55,33,57,51,51,27,60
D. Mulcahy,55,34,48,54,50,54,57
G. O'Neill,55,65,56,49,54,30,65
A. Procter,55,51,47,52,46,47,80
A. Murphy,55,66,51,51,53,52,63
M. Semakin,55,63,41,53,52,29,64
D. Zjawiński,55,65,57,47,48,26,63
D. Cassidy,55,55,54,55,56,51,61
J. Bittner,55,,,,,,
D. Russo,55,47,36,40,44,53,65
M. Ibenfeldt,55,40,35,45,34,53,66
L. Davids,55,64,52,54,57,54,70
A. Price,55,32,32,41,27,55,65
C. Ríos,55,,,,,,
P. Oziębała,55,81,55,45,56,32,68
W. Al Rajaa,55,72,29,48,53,54,62
Kim Dae Ho,55,,,,,,
R. Rydén,55,,,,,,
K. Singh,55,,,,,,
S. Dowes,55,81,36,47,61,52,57
A. Al Ghamdi,55,,,,,,
S. Al Dhahri,55,,,,,,
M. Al Shahrani,55,67,62,44,57,28,61
F. Al Jamaan,55,55,56,46,53,28,61
F. Al Margab,55,,,,,,
M. Rhead,55,43,54,37,47,28,80
L. Bergström,55,,,,,,
M. Freej,55,,,,,,
N. Kozačuks,55,73,58,45,62,27,45
S. Prusak,55,,,,,,
D. Palatto,55,,,,,,
M. Mbaye,54,68,47,52,59,48,59
D. Degirolamo,54,76,55,45,61,25,59
A. Palumbo,54,69,43,53,60,43,66
N. Senzemba,54,63,31,43,54,54,55
R. Mandragora,54,55,40,57,57,48,51
M. Døhr Thychosen,54,65,55,51,59,47,58
S. Tronstad,54,66,49,55,70,37,47
M. Konradsen,54,74,47,56,60,46,51
S. Kroll,54,,,,,,
R. Andrich,54,53,37,48,50,54,59
M. Kallesøe,54,77,51,43,60,24,42
M. Do Couto Teixeira,54,72,50,40,65,28,30
G. Leigh,54,70,42,44,55,52,60
M. Grimes,54,66,42,58,56,36,55
N. Belloni,54,70,52,46,57,27,54
J. Cooper,54,60,29,31,31,55,62
A. Atzori,54,68,43,55,57,40,56
A. Barreca,54,61,31,40,40,56,67
J. Lindseth,54,62,47,54,59,44,55
N. Mbemba,54,74,53,51,60,30,54
T. Antalyalı,54,52,43,56,55,51,53
K. Spence,54,83,38,44,60,23,41
S. Castano,54,,,,,,
J. Batten,54,54,26,37,35,53,67
P. Ceccaroni,54,70,29,46,43,54,57
J. Barrera,54,71,46,51,61,34,45
T. Musonda,54,67,32,46,57,54,64
J. Carmichael,54,63,35,53,57,54,58
S. Fenelon,54,80,60,43,60,28,58
J. Dehn,54,62,33,41,39,59,66
S. Padovan,54,60,55,38,54,28,51
A. Van den Eynde,54,59,42,58,54,39,36
D. Rowe,54,61,28,35,34,56,58
C. Martin,54,70,46,56,57,40,50
G. Stamatakis,54,62,46,53,56,46,51
F. Bilem,54,67,31,39,54,54,63
B. Currie,54,,,,,,
D. Evtimov,54,,,,,,
P. Gollini,54,,,,,,
M. Preston,54,63,31,42,41,52,67
C. Adams,54,66,40,50,53,46,67
L. Ajorque,54,55,57,39,46,29,63
J. Medranda,54,69,44,57,64,43,45
D. McDaid,54,65,46,55,56,36,44
A. Verkindere,54,49,54,47,57,28,51
B. Whitfield,54,68,44,54,64,34,37
S. Prevljak,54,66,55,39,56,28,56
I. Cengiz,54,59,29,34,37,55,61
R. Henry,54,78,37,49,59,51,61
N. Fernández,54,67,56,44,59,28,42
M. Fornasier,54,59,25,35,34,56,58
A. Linde,54,,,,,,
M. Fox,54,62,26,40,36,56,63
T. Dallison,54,50,27,38,41,55,56
A. Werner,54,,,,,,
A. Razeek,54,68,50,51,62,26,48
K. Bohm,54,72,50,49,57,42,49
M. Diagne,54,78,28,42,42,54,61
G. Kaya,54,69,47,54,61,35,43
K. Choi,54,73,47,48,59,29,49
O. Cinar,54,72,50,49,56,25,53
F. Tévez,54,58,28,34,41,53,59
M. Flores,54,76,54,37,57,27,46
W. Pacheco,54,68,27,44,53,52,48
K. Bigler,54,63,38,50,55,48,69
J. Richards,54,73,25,50,43,56,60
S. Ross,54,63,53,46,53,45,56
A. Davey,54,51,31,35,36,55,58
Manquillo,54,67,57,37,54,28,46
R. Santos,54,68,26,27,29,54,71
M. Freiter,54,59,53,54,52,54,59
B. Kwiecień,54,69,49,52,54,40,68
C. O'Donnell,54,,,,,,
M. O'Donoghue,54,72,26,51,51,51,62
F. Muñoz,54,70,52,44,56,39,63
L. Morgan,54,63,47,52,56,40,52
P. Agyemang,54,63,48,53,55,47,52
M. Normann,54,73,51,57,57,46,58
N. Boakye-Yiadom,54,73,54,41,55,25,52
F. Çakır,54,,,,,,
J. Ramhorn,54,61,28,33,33,56,59
M. Engels,54,69,53,47,58,26,53
C. Wighton,54,65,56,38,54,28,43
N. Kelly,54,74,30,35,34,53,71
L. Orozco,54,57,28,32,33,54,67
M. Amundsen,54,68,45,50,50,56,51
T. Kennedy,54,71,29,29,30,54,64
A. Evans,54,69,54,51,57,31,54
H. Anier,54,80,51,43,56,26,55
I. Akinade,54,72,54,38,51,28,66
H. Zackrisson,54,59,50,47,48,51,67
D. Konate,54,55,27,37,39,51,62
A. Diouf,54,68,42,53,63,32,55
N. Walker,54,69,53,50,57,37,60
P. Gregor,54,64,25,38,49,54,60
N. Carreño,54,64,27,42,49,53,68
R. Muirhead,54,60,56,40,60,28,53
V. Zinkov,54,68,48,51,60,55,51
K. Dillon,54,65,52,55,55,46,48
J. Brown,54,66,50,54,64,55,39
A. Barberis,54,63,47,55,57,44,52
D. Pooler,54,65,54,42,51,28,55
A. Romano,54,54,46,51,54,49,57
S. Benrahma,54,69,47,57,59,33,40
M. Walski,54,74,41,54,62,47,39
L. Gallacher,54,63,57,43,48,28,49
S. Hellberg,54,63,44,54,62,41,52
D. Thomas,54,64,47,55,58,47,47
J. Hodnemyr,54,80,36,45,57,53,55
P. Westberg,54,69,50,52,62,36,47
A. Sporle,54,62,51,39,57,28,58
D. Londoño,54,66,29,32,46,58,70
S. Fioretti,54,60,54,35,52,28,60
B. Frempah,54,69,27,35,35,53,67
K. Rowley,54,61,28,38,42,52,62
G. Acampora,54,63,46,56,60,43,57
J. Ortmark,54,64,46,56,61,37,49
D. Jarvis,54,70,36,47,51,50,62
M. Fanimo,54,87,45,47,56,27,50
J. Sendles-White,54,68,34,49,55,49,64
A. Mawson,54,54,26,30,28,56,61
M. Rose,54,68,50,48,54,53,69
